成分コード,意味,服薬指導文章
3253404,肝不全用アミノ酸製剤,肝性脳症抑制効果を臨床検査値にて評価｜アミノ酸バランスの適正化を確認｜副作用としての悪心や嘔吐の有無を継続観察する
3253406,高カロリー輸液用総合アミノ酸製剤,栄養補給状況を体重および検査値で判断｜投与速度と耐容性の両面から管理状況を確認｜肝・腎機能に応じた輸液組成の適合性を評価
3253407,高カロリー輸液用総合アミノ酸製剤,投与部位の皮膚状態に異常なし｜栄養状態の推移を継続観察｜電解質バランスに注意し経過観察
3253410,肝不全用アミノ酸製剤,肝性脳症の兆候は見られない｜血中アンモニア値の推移を確認｜肝機能数値の改善傾向を注視
3253411,高カロリー輸液用総合アミノ酸製剤,輸液ルートの管理状態は良好｜投与時の血管痛の有無を確認｜全身状態の改善傾向を継続評価
3253412,高カロリー輸液用総合アミノ酸製剤,代謝状態は安定している｜血糖値および尿糖の変動を監視｜輸液スケジュール通りに継続投与を確認
3253414,腎不全用アミノ酸製剤,透析効率を考慮した投与計画を確認｜BUNおよびクレアチニン値の推移を注視｜水分制限および電解質バランスを評価
3253415,腎不全用アミノ酸製剤,腎機能低下に伴う栄養状態を確認した｜血清尿素窒素およびクレアチニンの変動に注意を払う｜透析導入期または保存期の食事摂取状況と体調に変化はない
3253416,Ｌ－リシン塩酸塩・Ｌ－アルギニン塩酸塩,リシン・アルギニンの血中濃度に影響する他剤との併用に留意する｜高塩基アミノ酸血症等の副作用発現の有無を確認した｜投与中の消化器症状は見られず継続使用に問題はない
3259103,経腸成分栄養剤,下痢や腹部膨満感の有無を確認し経過観察中である｜投与継続による栄養状態の改善傾向が見られる｜投与量および投与速度による胃腸障害は認められない
3259107,経腸成分栄養剤,消化器症状の有無を聴取し許容範囲内であることを確認した｜経管投与時の残渣や逆流の徴候は見られない｜栄養補助としての摂取状況は安定しており継続可能である
3259108,肝不全用成分栄養剤,肝性脳症の症状やアンモニア値の推移に留意する｜血中アミノ酸バランスの変化を考慮し経過を観察する｜本剤による肝機能数値の変動および耐容性を確認した
3259109,経腸成分栄養剤,投与開始に伴い消化器症状の有無を継続観察する｜経管投与時の流速と温度管理を指導済み｜残便感や腹部膨満感の有無を次回確認する
3259111,肝不全用成分栄養剤,肝性脳症の兆候とアンモニア値の変化を注視する｜BCAA製剤の服薬状況と食事摂取量のバランスを評価する｜便通異常がないか継続的にモニタリングを行う
3259114,経腸成分栄養剤,栄養状態の改善状況と体重の変化を追跡する｜投与後の消化吸収状態に問題はないと判断｜下痢等の副作用発現の有無を今後も確認する
3259117,経腸成分栄養剤,胃ろう管理および接続部の清潔保持について指導済み｜投与経路の閉塞やトラブルの有無を確認｜目標摂取カロリーに対する充足状況を評価する
3259118,経腸成分栄養剤,脱水予防のための水分補給状況を定期確認する｜血糖値の変動リスクを考慮し経過観察を行う｜忍容性に問題なく継続使用が可能と判断
3259119,経腸成分栄養剤,投与後の消化器症状を確認｜下痢や腹部膨満の有無を継続観察｜成分栄養剤による下痢の副作用を監視中
3259120,経腸成分栄養剤,投与速度と消化器症状の関連を評価｜経腸投与による便通異常の有無を確認｜摂取後の腹部症状を継続的にモニタリング
3259121,経腸成分栄養剤,栄養補給状況と消化器への影響を評価｜投与後の不快感の有無を指導｜下痢等の消化器症状の発現状況を観察
3259508,総合アミノ酸製剤（ソルビトール加）,ソルビトールによる排便回数への影響を評価｜高濃度アミノ酸投与に伴う血糖値変動を確認｜投与部位の皮膚状態と消化器症状を継続観察
3259510,総合アミノ酸製剤（ブドウ糖加）,ブドウ糖含有製剤による血糖値の推移を確認｜投与に伴う浸透圧関連の症状を評価｜血糖変動及び消化器症状の有無を継続モニタリング
3259515,アミノ酸・糖・電解質,投与部位に発赤や腫脹等の異常なし。血管痛の有無を確認し経過観察｜点滴速度を遵守し、副作用等の出現がないことを確認｜使用後の皮膚状態に異常なく、順調に投与継続中
3259518,アミノ酸・糖・電解質,使用前後の体調変化について聞き取りを実施。異常なし｜投与後の血糖値及び電解質バランスの安定を確認｜適切な投与速度で実施されており、有害事象の兆候なし
3259521,アミノ酸・糖・脂肪・電解質,脂肪乳剤配合剤のため、投与後の肝機能値等に留意し継続｜配合変化及び混濁のないことを確認済み。使用上の注意を再確認｜投与後の発熱や悪寒等の過敏症反応は見られず経過順調
3259522,アミノ酸・糖・脂肪・電解質,脂肪含有製剤につき、中性脂肪値の推移に注意が必要｜ルートの閉塞や屈曲なく投与実施されていることを確認｜副作用の発現なく、安定して使用が継続されている
3259523,アミノ酸・糖・電解質・ビタミン,ビタミン配合製剤のため、過敏症の有無を確認しつつ使用継続｜全身状態は安定しており、栄養管理が適切に行われている｜投与部位の皮膚トラブルを認めず、安全に使用できている
3259524,アミノ酸・糖・電解質・ビタミン,投与部位に発赤や腫脹等の異常なし。｜ルート確保良好、漏出症状等も認められない。｜輸液による血管痛の訴えなく、良好に経過。
3259525,アミノ酸・糖・電解質・ビタミン,残量異常なく、計画通りに投与継続中。｜体調の変化もなく、安静に投与されている。｜臨床検査値に大きな変動はなく、安定推移。
3259526,アミノ酸・糖・電解質・ビタミン,電解質異常による自覚症状なし。｜現時点では副作用の徴候は認められない。｜水分バランス良好、脱水等の兆候は見られない。
